-429,340,-379,69,-63,2861.870810108289
-481,-459,-252,-406,195,2527.289410762118
-355,-47,-284,-146,-7,1794.4117409122969
413,266,474,-98,53,1641.8641910923996
-194,87,-225,-45,258,2530.6482102977557
398,-341,480,367,-14,1454.10691960555
-106,-430,492,11,-126,2394.63288925935
397,-492,480,16,119,1744.0044194500313
397,-221,481,-4,-20,1866.14487445723
389,-23,480,379,1,1513.8043885161824
395,-466,480,365,494,1923.8813627446086
320,-499,480,362,-20,2064.9604744320204
447,-22,476,434,-34,1242.695764829788
493,345,485,500,-56,2540.7718903781506
446,-132,476,434,-34,1142.313859592654
272,-136,476,435,267,1861.400548764374
445,-207,476,429,-35,1442.2719439857015
449,-128,324,436,165,1458.0400828134113
447,-131,477,434,-97,1132.2816245611752
468,-113,478,438,-423,1800.2638211872245
446,-271,500,435,-249,1336.2697714392307
446,-154,-26,434,-76,1356.9466810798679
447,-142,490,434,-83,1372.2540876240614
445,-229,474,434,-85,1388.4226983631725
447,-129,476,434,-42,1167.1625973218493
445,-125,477,434,-58,1211.6010071199512
426,-131,477,434,-98,1047.0747208002956
423,-132,476,434,-103,1012.0648952415988
416,-135,472,429,-108,945.7586398625654
500,6,461,500,1,2222.265439206668
413,-136,471,431,-114,928.3602527907822
410,-138,470,432,-117,927.239345366683
411,-137,470,432,-118,919.6469702358568
413,-136,469,433,-131,904.1808123776811
407,-136,466,435,-125,892.9137371209172
500,-38,478,500,-89,2389.78362370544
407,-134,466,434,-120,887.3505067407073
410,-133,465,432,-123,857.8758520810259
412,-134,463,430,-120,834.1251059356871
414,-128,451,429,-125,717.8694660404676
416,-122,439,428,-124,643.3241839582247
417,-119,433,428,-123,623.4092801796332
419,-117,426,428,-122,610.9094094600209
421,-117,423,428,-121,608.5955838031846
422,-120,420,426,-123,599.070357829434
422,-122,418,424,-125,595.6494349234315
423,-125,419,423,-126,593.9246598464929
424,-128,419,424,-125,596.3254994703068
500,-415,-500,461,-135,2170.655245080908
500,500,-500,-500,-500,1914.325341468608
-500,500,500,-500,-500,1914.325341468608
500,-346,327,419,-190,2176.9869191083253
500,500,-500,-500,500,2275.5036585313915
-500,500,500,500,-500,2275.5036585313915
500,500,-500,500,500,2636.681975594175
-500,500,500,500,500,2636.681975594175
430,75,-136,315,23,1831.232029861473
461,-111,389,405,-5,1084.601158418353
-500,500,500,-500,500,2275.5036585313915
500,-500,500,-500,-500,1914.325341468608
-500,-500,-500,500,500,1914.325341468608
-500,-500,-500,500,-500,1553.1470244058246
433,-114,418,422,-137,645.188112201638
500,-500,500,-500,500,2275.5036585313915
425,-118,422,412,-118,616.3037667431572
500,-500,-500,-500,-75,1785.6506944241273
324,-227,-76,500,-207,2904.5628526197943
422,-124,421,182,-129,868.3874235696633
442,-79,410,169,-224,1447.6580072620204
500,-226,-26,500,71,2513.488264070066
28,500,500,-500,-500,2118.349045870868
-107,-500,-500,-500,-500,1287.4737289231539
-151,-500,-500,500,-500,1692.2728605768486
12,-500,-500,-500,-500,1376.3612318328483
-67,-276,-500,-500,-500,1399.4002045224927
421,-124,417,477,-133,950.1953002421826
461,-178,389,203,-75,1542.2932275912221
343,-99,460,178,-132,1677.4743335715302
-134,-498,-249,-500,-500,1444.9090619683725
421,-124,422,420,-126,592.7317598400218
466,-75,461,173,-126,1515.9813439763807
